date_start_utc,date_end_utc,estimated,estimated_start,start_text,medal,venue_code,description,venue_code_other,discription_other,team_1_code,team_1,team_2_code,team_2,tag,sport,sport_code,sport_url
2024-07-30T10:00:00Z,2024-07-30T10:13:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-07-30T10:26:00Z,2024-07-30T10:39:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-07-30T10:52:00Z,2024-07-30T11:05:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-07-30T11:05:00Z,2024-07-30T11:18:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-07-30T15:45:00Z,2024-07-30T10:13:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-07-30T16:11:00Z,2024-07-30T10:39:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-07-30T16:37:00Z,2024-07-30T11:05:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-07-30T16:50:00Z,2024-07-30T11:18:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-07-31T10:00:00Z,2024-07-31T10:13:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-07-31T10:26:00Z,2024-07-31T10:39:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-07-31T10:52:00Z,2024-07-31T11:05:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-07-31T11:05:00Z,2024-07-31T11:18:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-07-31T15:45:00Z,2024-07-31T10:13:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-07-31T16:11:00Z,2024-07-31T10:39:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-07-31T16:37:00Z,2024-07-31T11:05:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-07-31T16:50:00Z,2024-07-31T11:18:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-08-01T07:30:00Z,2024-08-01T10:13:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-08-01T07:56:00Z,2024-08-01T10:39:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-08-01T08:22:00Z,2024-08-01T11:05:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-08-01T08:35:00Z,2024-08-01T11:18:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-08-01T13:30:00Z,2024-08-01T10:13:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-08-01T13:56:00Z,2024-08-01T10:39:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-08-01T14:22:00Z,2024-08-01T11:05:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-08-01T14:35:00Z,2024-08-01T11:18:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-08-02T07:30:00Z,2024-08-02T07:49:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-08-02T12:15:00Z,2024-08-02T12:34:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-08-02T13:31:00Z,2024-08-02T13:50:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-08-02T14:24:00Z,2024-08-02T14:43:00Z,False,False,,3,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-08-02T14:43:00Z,2024-08-02T15:02:00Z,False,False,,1,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-08-03T07:30:00Z,2024-08-03T07:43:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-08-03T11:00:00Z,2024-08-03T11:13:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-08-03T11:52:00Z,2024-08-03T12:05:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-08-03T12:33:00Z,2024-08-03T12:46:00Z,False,False,,3,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-08-03T12:46:00Z,2024-08-03T12:59:00Z,False,False,,1,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-08-04T07:30:00Z,2024-08-04T07:43:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-08-04T11:00:00Z,2024-08-04T11:13:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-08-04T11:52:00Z,2024-08-04T12:05:00Z,False,False,,,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-08-04T12:33:00Z,2024-08-04T12:46:00Z,False,False,,3,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-08-04T12:46:00Z,2024-08-04T12:59:00Z,False,False,,1,INV,Invalides,,,,,,,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery
2024-07-27T09:00:00Z,2024-07-27T11:30:00Z,False,False,,,BCY,Bercy Arena,,,,,,,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics
2024-07-27T13:30:00Z,2024-07-27T16:00:00Z,False,False,,,BCY,Bercy Arena,,,,,,,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics
2024-07-27T18:00:00Z,2024-07-27T20:30:00Z,False,False,,,BCY,Bercy Arena,,,,,,,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics
2024-07-28T07:30:00Z,2024-07-28T09:10:00Z,False,False,,,BCY,Bercy Arena,,,,,,,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics
2024-07-28T09:40:00Z,2024-07-28T11:20:00Z,False,False,,,BCY,Bercy Arena,,,,,,,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics
2024-07-28T12:50:00Z,2024-07-28T14:30:00Z,False,False,,,BCY,Bercy Arena,,,,,,,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics
2024-07-28T16:00:00Z,2024-07-28T17:40:00Z,False,False,,,BCY,Bercy Arena,,,,,,,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics
2024-07-28T19:10:00Z,2024-07-28T20:50:00Z,False,False,,,BCY,Bercy Arena,,,,,,,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics
2024-07-29T15:30:00Z,2024-07-29T18:15:00Z,False,False,,1,BCY,Bercy Arena,,,,,,,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics
2024-07-30T16:15:00Z,2024-07-30T18:15:00Z,False,False,,1,BCY,Bercy Arena,,,,,,,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics
2024-07-31T15:30:00Z,2024-07-31T18:05:00Z,False,False,,1,BCY,Bercy Arena,,,,,,,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics
2024-08-01T16:15:00Z,2024-08-01T18:15:00Z,False,False,,1,BCY,Bercy Arena,,,,,,,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics
2024-08-03T13:30:00Z,2024-08-03T14:10:00Z,False,False,,1,BCY,Bercy Arena,,,,,,,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics
2024-08-03T14:20:00Z,2024-08-03T15:00:00Z,False,False,,1,BCY,Bercy Arena,,,,,,,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics
2024-08-03T15:10:00Z,2024-08-03T15:50:00Z,False,False,,1,BCY,Bercy Arena,,,,,,,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics
2024-08-04T13:00:00Z,2024-08-04T13:37:00Z,False,False,,1,BCY,Bercy Arena,,,,,,,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics
2024-08-04T13:40:00Z,2024-08-04T14:21:00Z,False,False,,1,BCY,Bercy Arena,,,,,,,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics
2024-08-04T14:25:00Z,2024-08-04T15:08:00Z,False,False,,1,BCY,Bercy Arena,,,,,,,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics
2024-08-05T09:45:00Z,2024-08-05T10:25:00Z,False,False,,1,BCY,Bercy Arena,,,,,,,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics
2024-08-05T10:36:00Z,2024-08-05T11:20:00Z,False,False,,1,BCY,Bercy Arena,,,,,,,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics
2024-08-05T11:31:00Z,2024-08-05T12:08:00Z,False,False,,1,BCY,Bercy Arena,,,,,,,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics
2024-08-05T12:20:00Z,2024-08-05T13:02:00Z,False,False,,1,BCY,Bercy Arena,,,,,,,artistic-gymnastics,Artistic Gymnastics,GAR,https://olympics.com/en/paris-2024/sports/artistic-gymnastics
2024-08-05T17:30:00Z,2024-08-05T19:00:00Z,False,False,,,AQC,Aquatics Centre,,,,,,,artistic-swimming,Artistic Swimming,SWA,https://olympics.com/en/paris-2024/sports/artistic-swimming
2024-08-06T17:30:00Z,2024-08-06T19:00:00Z,False,False,,,AQC,Aquatics Centre,,,,,,,artistic-swimming,Artistic Swimming,SWA,https://olympics.com/en/paris-2024/sports/artistic-swimming
2024-08-07T17:30:00Z,2024-08-07T19:00:00Z,False,False,,1,AQC,Aquatics Centre,,,,,,,artistic-swimming,Artistic Swimming,SWA,https://olympics.com/en/paris-2024/sports/artistic-swimming
2024-08-09T17:30:00Z,2024-08-09T19:30:00Z,False,False,,,AQC,Aquatics Centre,,,,,,,artistic-swimming,Artistic Swimming,SWA,https://olympics.com/en/paris-2024/sports/artistic-swimming
2024-08-10T17:30:00Z,2024-08-10T19:45:00Z,False,False,,1,AQC,Aquatics Centre,,,,,,,artistic-swimming,Artistic Swimming,SWA,https://olympics.com/en/paris-2024/sports/artistic-swimming
2024-08-01T05:30:00Z,2024-08-01T07:05:00Z,False,False,,1,TRO,Trocadéro,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-01T07:20:00Z,2024-08-01T09:05:00Z,False,False,,1,TRO,Trocadéro,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-02T08:05:00Z,2024-08-02T08:22:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-02T08:35:00Z,2024-08-02T08:57:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-02T09:05:00Z,2024-08-02T09:31:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-02T09:50:00Z,2024-08-02T10:39:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-02T08:15:00Z,2024-08-02T10:25:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-02T08:55:00Z,2024-08-02T09:37:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-02T10:15:00Z,2024-08-02T10:57:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-02T08:10:00Z,2024-08-02T09:06:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-02T09:35:00Z,2024-08-02T10:31:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-02T16:10:00Z,2024-08-02T16:54:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-02T17:10:00Z,2024-08-02T17:26:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-02T17:45:00Z,2024-08-02T18:27:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-02T18:50:00Z,2024-08-02T19:07:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-02T19:20:00Z,2024-08-02T19:50:00Z,False,False,,1,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-02T16:00:00Z,2024-08-02T18:10:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-02T18:10:00Z,2024-08-02T18:58:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-02T16:15:00Z,2024-08-02T17:19:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-02T16:55:00Z,2024-08-02T17:47:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-02T18:20:00Z,2024-08-02T19:12:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-03T08:05:00Z,2024-08-03T08:22:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-03T08:35:00Z,2024-08-03T09:00:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-03T09:10:00Z,2024-08-03T09:36:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-03T09:45:00Z,2024-08-03T10:34:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-03T08:10:00Z,2024-08-03T10:30:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-03T11:40:00Z,2024-08-03T13:56:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-03T08:55:00Z,2024-08-03T09:31:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-03T10:00:00Z,2024-08-03T10:36:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-03T17:15:00Z,2024-08-03T17:30:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-03T17:50:00Z,2024-08-03T18:07:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-03T18:55:00Z,2024-08-03T18:59:00Z,False,False,,1,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-03T19:20:00Z,2024-08-03T19:21:00Z,False,False,,1,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-03T19:45:00Z,2024-08-03T19:50:00Z,False,False,,1,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-03T17:35:00Z,2024-08-03T18:45:00Z,False,False,,1,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-03T18:20:00Z,2024-08-03T19:37:00Z,False,False,,1,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-03T17:10:00Z,2024-08-03T17:46:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-03T18:10:00Z,2024-08-03T18:46:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-04T08:05:00Z,2024-08-04T08:45:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-04T08:55:00Z,2024-08-04T09:36:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-04T09:50:00Z,2024-08-04T10:23:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-04T10:35:00Z,2024-08-04T11:08:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-04T09:00:00Z,2024-08-04T09:56:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-04T08:20:00Z,2024-08-04T09:16:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-04T09:45:00Z,2024-08-04T10:41:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-04T17:05:00Z,2024-08-04T17:41:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-04T18:00:00Z,2024-08-04T18:22:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-04T18:40:00Z,2024-08-04T19:02:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-04T19:15:00Z,2024-08-04T19:29:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-04T19:55:00Z,2024-08-04T19:56:00Z,False,False,,1,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-04T17:50:00Z,2024-08-04T19:35:00Z,False,False,,1,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-04T18:30:00Z,2024-08-04T19:40:00Z,False,False,,1,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-05T08:05:00Z,2024-08-05T08:38:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-05T08:50:00Z,2024-08-05T09:07:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-05T09:20:00Z,2024-08-05T09:45:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-05T09:55:00Z,2024-08-05T10:36:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-05T10:50:00Z,2024-08-05T11:15:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-05T08:40:00Z,2024-08-05T11:00:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-05T08:10:00Z,2024-08-05T09:06:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-05T09:35:00Z,2024-08-05T10:31:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-05T17:04:00Z,2024-08-05T17:45:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-05T17:55:00Z,2024-08-05T18:31:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-05T18:45:00Z,2024-08-05T19:00:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-05T19:10:00Z,2024-08-05T19:27:00Z,False,False,,1,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-05T19:45:00Z,2024-08-05T19:47:00Z,False,False,,1,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-05T17:00:00Z,2024-08-05T19:27:00Z,False,False,,1,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-05T18:30:00Z,2024-08-05T19:40:00Z,False,False,,1,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-06T08:05:00Z,2024-08-06T08:34:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-06T08:50:00Z,2024-08-06T09:07:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-06T09:20:00Z,2024-08-06T09:45:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-06T10:00:00Z,2024-08-06T10:17:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-06T10:30:00Z,2024-08-06T10:55:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-06T09:15:00Z,2024-08-06T10:23:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-06T08:20:00Z,2024-08-06T09:16:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-06T09:50:00Z,2024-08-06T10:46:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
2024-08-06T17:35:00Z,2024-08-06T17:50:00Z,False,False,,,STA,Stade de France,,,,,,,athletics,Athletics,ATH,https://olympics.com/en/paris-2024/sports/athletics
