code,team,team_gender,country,country_full,country_code,discipline,disciplines_code,events,athletes,coaches,athletes_codes,num_athletes,coaches_codes,num_coaches
FBLWTEAM11--GER01,Germany,W,Germany,Germany,GER,Football,FBL,Women,"['FROHMS Merle', 'LINDER Sarai', 'HENDRICH Kathrin', 'SCHULZE SOLANO Bibiane', 'HEGERING Marina', 'MINGE Janina', 'SCHUELLER Lea', 'LOHMANN Sydney', 'NUESKEN Sjoeke', 'FREIGANG Laura', 'POPP Alexandra', 'BERGER Ann-Katrin', 'DOORSOUN Sara', 'SENSS Elisa', 'GWINN Giulia', 'BRAND Jule', 'BUEHL Klara', 'ENDEMANN Vivien', 'RAUCH Felicitas']","['HRUBESCH Horst', 'CARLSON Britta', 'FUCHS Michael', 'NOERENBERG Thomas']","['1880591', '1880576', '1880566', '1880606', '1880595', '1880574', '1880572', '1880581', '1880584', '1880573', '1880564', '1880602', '1880565', '1880609', '1880575', '1880592', '1880583', '1880610', '1880571']",19.0,"['1880620', '1880626', '1880629', '1880639']",4.0
FBLWTEAM11--JPN01,Japan,W,Japan,Japan,JPN,Football,FBL,Women,"['YAMASHITA Ayaka', 'SHIMIZU Risa', 'MINAMI Moeka', 'KUMAGAI Saki', 'TAKAHASHI Hana', 'KOGA Toko', 'MIYAZAWA Hinata', 'SEIKE Kiko', 'UEKI Riko', 'NAGANO Fuka', 'TANAKA Mina', 'TANIKAWA Momoko', 'KITAGAWA Hikaru', 'HASEGAWA Yui', 'FUJINO Aoba', 'HAYASHI Honoka', 'HAMANO Maika', 'HIRAO Chika', 'CHIBA Remina', 'MORIYA Miyabi', 'ISHIKAWA Rion']","['NISHIIRI Toshihiro', 'IKEDA Futoshi', 'MIYAMOTO Tomomi']","['1888196', '1888219', '1888212', '1888214', '1888188', '1888158', '1888181', '1888173', '1888175', '1888182', '1888209', '1888159', '1888156', '1888203', '1888174', '1888195', '1888179', '1888184', '1888172', '1888170', '1888160']",21.0,"['1888241', '1888242', '1888246']",3.0
FBLWTEAM11--NGR01,Nigeria,W,Nigeria,Nigeria,NGR,Football,FBL,Women,"['OLUEHI Tochukwu', 'ALOZIE Michelle', 'OHALE Osinachi', 'PAYNE Nicole', 'OKEKE Chidinma', 'OKORONKWO Esther', 'PAYNE Toni', 'OSHOALA Asisat', 'MACLEANS Chinonyerem', 'UCHEIBE Christy', 'ECHEGINI Jennifer', 'KANU Uchenna', 'ABIODUN Deborah', 'DEMEHIN Blessing', 'AJIBADE Rasheedat', 'NNADOZIE Chiamaka', 'IHEZUO Chinwendu', 'ONUMONU Ifeoma']","['CHIEJINE Ann', 'WALDRUM Randy']","['1975991', '1971874', '1975390', '1977286', '1975955', '1975967', '1977277', '1976022', '3538833', '1977963', '3538789', '1974825', '1971188', '1974672', '1971542', '1975075', '1973931', '1976006']",18.0,"['1973693', '1977388']",2.0
FBLWTEAM11--NZL01,New Zealand,W,New Zealand,New Zealand,NZL,Football,FBL,Women,"['LEAT Anna', 'TAYLOR Kate', 'BARRY Mackenzie', 'BOTT C.J.', 'MOORE Meikayla', 'STEINMETZ Malia', 'FOSTER Michaela', 'FRASER Macey', 'RENNIE Gabi', 'RILEY Indiah-Paige', 'KITCHING Katie', 'ESSON Victoria', 'STOTT Rebekah', 'BOWEN Katie', 'GREEN Ally', 'HAND Jacqui', 'CLEGG Milly', 'JALE Grace', 'LONGO Annalie']","['MAYNE Michael', 'REED Duncan', 'SARVER Keri', 'LAWRENCE Natalie']","['1944920', '1944935', '1944894', '1944914', '1944963', '1944865', '1944918', '1944932', '1944878', '1944936', '1944947', '1944907', '1944901', '1944944', '1944964', '1944930', '1944855', '1944899', '1944895']",19.0,"['1944971', '1944972', '1945000', '1967242']",4.0
FBLWTEAM11--USA01,United States of America,W,United States,United States of America,USA,Football,FBL,Women,"['NAEHER Alyssa', 'FOX Emily', 'ALBERT Korbin', 'GIRMA Naomi', 'RODMAN Trinity', 'KRUEGER Casey', 'DUNN Crystal', 'WILLIAMS Lynn', 'SWANSON Mallory', 'HORAN Lindsey', 'SMITH Sophia', 'DAVIDSON Tierna', 'NIGHSWONGER Jenna', 'SONNETT Emily', 'SHAW Jaedyn', 'LAVELLE Rose', 'COFFEY Samantha', 'MURPHY Casey', 'BETHUNE Croix']","['HAYES Emma', 'REDDY Denise', 'SEARLE Stuart']","['1943575', '1943553', '1943542', '1943555', '1943580', '1943566', '1943588', '1943596', '1943591', '1943558', '1943586', '1943550', '1943576', '1943587', '1943585', '1943567', '1943547', '1943574', '4665325']",19.0,"['1943302', '1943308', '1943311']",3.0
FBLWTEAM11--ZAM01,Zambia,W,Zambia,Zambia,ZAM,Football,FBL,Women,"['MUSONDA Catherine', 'BANDA Diana', 'MWEEMBA Lushomo', 'SIAMFUKO Esther', 'ZULU Pauline', 'CHILESHE Rhoda', 'ZULU Misozi', 'LUBANDJI Ochumba', 'MUPOPO Kabange', 'CHANDA Grace', 'BANDA Barbra', 'CHITUNDU Avell', 'TEMBO Martha', 'CHILUFYA Prisca', 'CHANDA Hellen', 'MUCHINGA Esther', 'KUNDANANJI Racheal', 'MUSOLE Ngambo', 'NACHULA Racheal']","['MWAPE Bruce', 'NTHALA Charity', 'PHIRI Yona', 'MWILA Florence']","['1977147', '1973934', '1926043', '1975988', '1926052', '1974724', '1926018', '1976014', '1926040', '1926015', '1925999', '1925995', '1926046', '1976010', '1926035', '1973939', '1926054', '1926050', '1928566']",19.0,"['1928154', '1928714', '1930666', '1931463']",4.0
FENMTEAMEPEECZE01,Czechia,M,Czechia,Czechia,CZE,Fencing,FEN,Men's Épée Team,"['BERAN Jiri', 'JURKA Jakub', 'RUBES Martin', 'CUPR Michal']","['CAPEK Martin', 'GROSMAN Patrik', 'KUBISTA Oldrich']","['1914523', '1914535', '1914540', '1914531']",4.0,"['1914528', '1914548', '1914550']",3.0
FENMTEAMEPEEEGY01,Egypt,M,Egypt,Egypt,EGY,Fencing,FEN,Men's Épée Team,"['ELSAYED Mohamed', 'YASSEEN Mohamed', 'MOHSEN Mahmoud', 'ELSAYED Mahmoud']","['ISMAIL Ayman', 'SALEH Elsayed', 'CUOMO Sandro']","['1936462', '1936468', '1936478', '1936475']",4.0,"['1936971', '1937285', '1969609']",3.0
FENMTEAMEPEEFRA01,France,M,France,France,FRA,Fencing,FEN,Men's Épée Team,"['CANNONE Romain', 'BOREL Yannick', 'MIDELTON Luidgi', 'ALLEGRE Paul']","['HILY Oriane', 'FAGET Herve', 'GRUMIER Gauthier']","['1916193', '1916194', '1916197', '1916202']",4.0,"['1916244', '1916254', '1916257']",3.0
FENMTEAMEPEEHUN01,Hungary,M,Hungary,Hungary,HUN,Fencing,FEN,Men's Épée Team,"['SIKLOSI Gergely', 'KOCH Mate Tamas', 'ANDRASFI Tibor', 'NAGY David']","['DANCSHAZY NAGY Tamas', 'BOCZKO Gabor Gyula', 'SZASZ Imola']","['1946450', '1946370', '1946278', '1946379']",4.0,"['1936541', '1946312', '1946556']",3.0
FENMTEAMEPEEITA01,Italy,M,Italy,Italy,ITA,Fencing,FEN,Men's Épée Team,"['di VEROLI Davide', 'SANTARELLI Andrea', 'VISMARA Federico', 'CIMINI Gabriele']","['CHIADO Dario', 'di CIOLO Enrico', 'IASCHI Maurizio']","['1924299', '1924576', '1924300', '1924583']",4.0,"['1559026', '1924222', '1924252']",3.0
FENMTEAMEPEEJPN01,Japan,M,Japan,Japan,JPN,Fencing,FEN,Men's Épée Team,"['KANO Koki', 'MINOBE Kazuyasu', 'YAMADA Masaru', 'KOMATA Akira']","['SAKAMOTO Keisuke', 'NISHIGAKI Hitoshi', 'GORBACHUK Oleksandr']","['1896548', '1896554', '1896549', '1896538']",4.0,"['1896506', '1896508', '1896512']",3.0
FENMTEAMEPEEKAZ01,Kazakhstan,M,Kazakhstan,Kazakhstan,KAZ,Fencing,FEN,Men's Épée Team,"['KURBANOV Ruslan', 'ALIMZHANOV Elmir', 'SHARLAIMOV Vadim', 'SERTAY Yerlik']","['BAITASSOV Timur', 'TOTH Ferenc', 'EFENDIEV Khabibula']","['1929616', '1929617', '1929618', '1929619']",4.0,"['1929648', '1929649', '1959938']",3.0
FENMTEAMEPEEVEN01,Venezuela,M,Venezuela,Venezuela,VEN,Fencing,FEN,Men's Épée Team,"['LIMARDO GASCON Ruben', 'LUGO Grabiel', 'LIMARDO Francisco', 'LIMARDO Jesus']","['MARTINEZ GASCON Benry', 'MARIN ALVAREZ Francisco']","['1924881', '1924894', '1924909', '1924918']",4.0,"['1925017', '1925047']",2.0
FENMTEAMFOILCAN01,Canada,M,Canada,Canada,CAN,Fencing,FEN,Men's Foil Team,"['van HAASTER Maximilien', 'HAMILTON Bogdan', 'GU Daniel', 'BROSZUS Blake']","['GANTSEVICH Igor', 'GANTSEVICH Victor']","['1973215', '1973212', '1973210', '1973203']",4.0,"['1973249', '1973253']",2.0
FENMTEAMFOILCHN01,People's Republic of China,M,China,People's Republic of China,CHN,Fencing,FEN,Men's Foil Team,"['CHEN Haiwei', 'MO Ziwei', 'WU Bin', 'XU Jie']","['WANG Haibin', 'WANG Changyong']","['1902467', '1902464', '1902465', '1902466']",4.0,"['1908666', '1908678']",2.0
FENMTEAMFOILEGY01,Egypt,M,Egypt,Egypt,EGY,Fencing,FEN,Men's Foil Team,"['HAMZA Mohamed', 'TOLBA Abdelrahman Hussein', 'ABOUELKASSEM Alaaeldin', 'ESSAM Mohamed']","['ELHUSSEINY Mohamed', 'TAHOUN Tamer Mohamed', 'EISSA Maher']","['1936961', '1936920', '1936940', '1936954']",4.0,"['1937101', '1969633', '1977085']",3.0
FENMTEAMFOILFRA01,France,M,France,France,FRA,Fencing,FEN,Men's Foil Team,"['LEFORT Enzo', 'PAUTY Maxime', 'MERTINE Julien', 'CHASTANET Maximilien']","['HILY Oriane', 'CLOS Emeric', 'SHABAKEHSAZ Amir']","['1916213', '1916215', '1916216', '1916217']",4.0,"['1916244', '1916263', '1916264']",3.0
FENMTEAMFOILITA01,Italy,M,Italy,Italy,ITA,Fencing,FEN,Men's Foil Team,"['BIANCHI Guillaume', 'MACCHI Filippo', 'MARINI Tommaso', 'FOCONI Alessio']","['CERIONI Stefano', 'GALLI Fabio Maria', 'VANDINI Stefano']","['1924291', '1924289', '1924287', '1924290']",4.0,"['1924214', '1924216', '1924246']",3.0
FENMTEAMFOILJPN01,Japan,M,Japan,Japan,JPN,Fencing,FEN,Men's Foil Team,"['MATSUYAMA Kyosuke', 'IIMURA Kazuki', 'SHIKINE Takahiro', 'NAGANO Yudai']","['le PECHOUX Erwann Lucien Edouard', 'FUJINO Daiki', 'BOIDIN Franck Gilbert Maurice']","['1896550', '1896532', '1896553', '1896551']",4.0,"['1896499', '1896502', '1896507']",3.0
FENMTEAMFOILPOL01,Poland,M,Poland,Poland,POL,Fencing,FEN,Men's Foil Team,"['WOJTKOWIAK Adrian', 'JURKIEWICZ Jan', 'SIESS Michal', 'RZADKOWSKI Andrzej']","['ROSZAK Michal', 'GLONEK Radoslaw', 'WECLAWEK Wlodzimierz']","['1894081', '1894114', '1894080', '1894079']",4.0,"['1932782', '1932783', '1932784']",3.0
FENMTEAMFOILUSA01,United States of America,M,United States,United States of America,USA,Fencing,FEN,Men's Foil Team,"['MASSIALAS Alexander', 'MEINHARDT Gerek', 'ITKIN Nick', 'CHAMLEY-WATSON Miles']","['MASSIALAS Greg', 'ITKIN Misha', 'CHIN Peggy']","['1950628', '1950629', '1950602', '1950572']",4.0,"['1951745', '1951756', '1951782']",3.0
FENMTEAMSABRCAN01,Canada,M,Canada,Canada,CAN,Fencing,FEN,Men's Sabre Team,"['ARFA Fares', 'DESROSIERS Olivier', 'GORDON Shaul', 'CAUCHON Francois']","['GANTSEVICH Igor', 'GANTSEVICH Victor']","['1973201', '1973207', '1973209', '1973205']",4.0,"['1973249', '1973253']",2.0
FENMTEAMSABREGY01,Egypt,M,Egypt,Egypt,EGY,Fencing,FEN,Men's Sabre Team,"['ELSISSY Ziad', 'MOATAZ Adham', 'AMER Mohamed', 'KHODIR Yassin']","['ELHUSSEINY Mohamed', 'OSMAN Mohamed', 'ANSTETT Vincent']","['1936703', '1936646', '1936957', '1969721']",4.0,"['1937101', '1938447', '1940927']",3.0
FENMTEAMSABRFRA01,France,M,France,France,FRA,Fencing,FEN,Men's Sabre Team,"['APITHY Bolade', 'PIANFETTI Maxime', 'PATRICE Sebastien', 'PATRICE Jean-Philippe']","['ROBIN Jean-Yves', 'HILY Oriane', 'MEDARD Julien']","['1916230', '1916231', '1916232', '1916234']",4.0,"['1916242', '1916244', '1916268']",3.0
FENMTEAMSABRHUN01,Hungary,M,Hungary,Hungary,HUN,Fencing,FEN,Men's Sabre Team,"['GEMESI Csanad', 'SZILAGYI Aron', 'SZATMARI Andras', 'RABB Krisztian']","['CSORBA Roland', 'NAVARRETE Jozsef', 'SARKOEZI Gergely Gabor']","['1946361', '1946565', '1946558', '1946444']",4.0,"['1946333', '1946381', '4967785']",3.0
FENMTEAMSABRIRI01,Islamic Republic of Iran,M,IR Iran,Islamic Republic of Iran,IRI,Fencing,FEN,Men's Sabre Team,"['FOTOUHI Mohammad', 'PAKDAMAN Ali', 'RAHBARI Mohammad', 'BAHER ARASBARAN Farzad']","['TAGHAVI FOUMANI Seyed Shamseddin', 'FAKHRI Peyman']","['1541427', '1541426', '1541439', '1541419']",4.0,"['1535569', '1541507']",2.0
FENMTEAMSABRITA01,Italy,M,Italy,Italy,ITA,Fencing,FEN,Men's Sabre Team,"['CURATOLI Luca', 'GALLO Michele', 'SAMELE Luigi', 'TORRE Pietro']","['ZANOTTI Nicola', 'CASERTA Leonardo', 'VANDINI Stefano']","['1924596', '1924597', '1924595', '1924598']",4.0,"['1924215', '1924227', '1924246']",3.0
FENMTEAMSABRKOR01,Republic of Korea,M,Korea,Republic of Korea,KOR,Fencing,FEN,Men's Sabre Team,"['GU Bongil', 'OH Sanguk', 'PARK Sangwon', 'DO Gyeongdong']","['CHO Jong Hyung', 'KIM Myeonghoi', 'WON Woo Young']","['1927116', '1927149', '1927151', '1927115']",4.0,"['1927337', '1927348', '1927360']",3.0
FENMTEAMSABRUSA01,United States of America,M,United States,United States of America,USA,Fencing,FEN,Men's Sabre Team,"['DERSHWITZ Eli', 'HEATHCOCK Colin', 'SARON Mitchell', 'DOLEGIEWICZ Filip']","['OCHOCKI Aleks', 'SPENCER-EL Akhnaten', 'CHIN Peggy']","['1950581', '1950597', '1950642', '1950583']",4.0,"['1951765', '1951771', '1951782']",3.0
FENWTEAMEPEECHN01,People's Republic of China,W,China,People's Republic of China,CHN,Fencing,FEN,Women's Épée Team,"['SUN Yiwen', 'TANG Junyao', 'XU Nuo', 'YU Sihan']","['GLAZUNOV Alexander', 'JIAO Yunlong', 'HUANG Yuxin']","['1902595', '1902596', '1902597', '1902598']",4.0,"['1908671', '1908673', '1908691']",3.0
FENWTEAMEPEEEGY01,Egypt,W,Egypt,Egypt,EGY,Fencing,FEN,Women's Épée Team,"['EHAB Nardin', 'HUSSEIN Aya', 'GABER Shirwit', 'SOLIMAN Loulwa']","['HASSAN Mervat', 'SALEH Elsayed', 'CUOMO Sandro']","['1936701', '1936500', '1937986', '1936640']",4.0,"['1937256', '1937285', '1969609']",3.0
FENWTEAMEPEEFRA01,France,W,France,France,FRA,Fencing,FEN,Women's Épée Team,"['VITALIS Coraline', 'MALLO-BRETON Auriane', 'CANDASSAMY Marie-Florence', 'LOUIS-MARIE Alexandra']","['HILY Oriane', 'FAGET Herve', 'PRUNIER Lionel']","['1916182', '1916183', '1916184', '1916185']",4.0,"['1916244', '1916254', '1916255']",3.0
FENWTEAMEPEEITA01,Italy,W,Italy,Italy,ITA,Fencing,FEN,Women's Épée Team,"['FIAMINGO Rossella', 'RIZZI Giulia', 'SANTUCCIO Alberta', 'NAVARRIA Mara']","['CHIADO Dario', 'CIRILLO Roberto', 'IASCHI Maurizio']","['1924585', '1924588', '1924587', '1924586']",4.0,"['1559026', '1924221', '1924252']",3.0
FENWTEAMEPEEKOR01,Republic of Korea,W,Korea,Republic of Korea,KOR,Fencing,FEN,Women's Épée Team,"['KANG Young Mi', 'LEE Hyein', 'SONG Sera', 'CHOI Injeong']","['CHO Jong Hyung', 'KIM Myeonghoi', 'KU Kyodong']","['1927128', '1927140', '1927156', '1927111']",4.0,"['1927337', '1927348', '1927350']",3.0
FENWTEAMEPEEPOL01,Poland,W,Poland,Poland,POL,Fencing,FEN,Women's Épée Team,"['KNAPIK-MIAZGA Renata', 'SWATOWSKA-WENGLARCZYK Martyna', 'KLASIK Alicja', 'JARECKA Aleksandra']","['ROSZAK Michal', 'FAJKIS Artur', 'JEZYK Bartlomiej']","['1894213', '1894214', '1894223', '1894217']",4.0,"['1932782', '1932787', '1947772']",3.0
FENWTEAMEPEEUKR01,Ukraine,W,Ukraine,Ukraine,UKR,Fencing,FEN,Women's Épée Team,"['BEZHURA Dzhoan Feybi', 'KRYVYTSKA Olena', 'KHARKOVA Vlada', 'VARFOLOMYEYEVA Darja']","['CONRAD Nataliia', 'NIKISHYN Bohdan', 'REIZLIN Dmytro']","['1897642', '1897639', '1897640', '1897643']",4.0,"['1897607', '1897608', '1897615']",3.0
FENWTEAMEPEEUSA01,United States of America,W,United States,United States of America,USA,Fencing,FEN,Women's Épée Team,"['CEBULA Anne', 'HOLMES Katharine', 'HUSISIAN Hadley', 'GUZZI VINCENTI Margherita']","['LOISEAU Cedric', 'DOSTERT Natalie', 'CHIN Peggy']","['1950570', '1950598', '1950600', '1950593']",4.0,"['1951744', '1951752', '1951782']",3.0
FENWTEAMFOILCAN01,Canada,W,Canada,Canada,CAN,Fencing,FEN,Women's Foil Team,"['HARVEY Eleanor', 'GUO Jessica Zi Jia', 'ZHANG Yunjia', 'FANG Sabrina']","['GANTSEVICH Igor', 'GANTSEVICH Victor']","['1973213', '1973211', '1973219', '1973208']",4.0,"['1973249', '1973253']",2.0
FENWTEAMFOILCHN01,People's Republic of China,W,China,People's Republic of China,CHN,Fencing,FEN,Women's Foil Team,"['CHEN Qingyuan', 'HUANG Qianqian', 'JIAO Enqi', 'WANG Yuting']","['WANG Haibin', 'LEI Sheng', 'WANG Changyong']","['1902563', '1902564', '4646625', '1902570']",4.0,"['1908666', '1908675', '1908678']",3.0
FENWTEAMFOILEGY01,Egypt,W,Egypt,Egypt,EGY,Fencing,FEN,Women's Foil Team,"['ELSHARKAWY Yara', 'AMR HOSSNY Sara', 'HAMZA Malak', 'HANY Noha']","['ABOUSALEM Yasmin', 'TAHOUN Tamer Mohamed', 'EISSA Maher']","['1936865', '1936638', '1936715', '1936733']",4.0,"['1937282', '1969633', '1977085']",3.0
FENWTEAMFOILFRA01,France,W,France,France,FRA,Fencing,FEN,Women's Foil Team,"['BLAZE Anita', 'THIBUS Ysaora', 'RANVIER Pauline', 'LACHERAY Eva']","['HILY Oriane', 'DETIENNE Yann', 'TOMASSINI Giulio']","['1916208', '1916206', '1916207', '1916211']",4.0,"['1916244', '1916258', '1916259']",3.0
FENWTEAMFOILITA01,Italy,W,Italy,Italy,ITA,Fencing,FEN,Women's Foil Team,"['ERRIGO Arianna', 'FAVARETTO Martina', 'VOLPI Alice', 'PALUMBO Francesca']","['CERIONI Stefano', 'TRILLINI Giovanna', 'VANDINI Stefano']","['1924276', '1924277', '1924275', '1924279']",4.0,"['1924214', '1924217', '1924246']",3.0
FENWTEAMFOILJPN01,Japan,W,Japan,Japan,JPN,Fencing,FEN,Women's Foil Team,"['AZUMA Sera', 'UENO Yuka', 'MIYAWAKI Karin', 'KIKUCHI Komaki']","['le PECHOUX Erwann Lucien Edouard', 'BOIDIN Franck Gilbert Maurice', 'SUGAWARA Chieko']","['1896544', '1896545', '1896517', '1896535']",4.0,"['1896499', '1896507', '1896513']",3.0
FENWTEAMFOILPOL01,Poland,W,Poland,Poland,POL,Fencing,FEN,Women's Foil Team,"['WALCZYK-KLIMASZYK Julia', 'LYCZBINSKA Hanna', 'JELINSKA Martyna', 'SYNORADZKA Martyna']","['MANDES Lukasz', 'CIEPLY Tomasz', 'ROSZAK Michal']","['1894193', '1894194', '1894196', '1932569']",4.0,"['1932778', '1932780', '1932782']",3.0
FENWTEAMFOILUSA01,United States of America,W,United States,United States of America,USA,Fencing,FEN,Women's Foil Team,"['SCRUGGS Lauren', 'KIEFER Lee', 'DUBROVICH Jacqueline', 'WEINTRAUB Maia Mei']","['BISSDORF Ralf', 'KANESHIGE Brian', 'CHIN Peggy']","['1950643', '1950611', '1950584', '1950659']",4.0,"['1951750', '1951757', '1951782']",3.0
FENWTEAMSABRALG01,Algeria,W,Algeria,Algeria,ALG,Fencing,FEN,Women's Sabre Team,"['BOUDIAF Saoussen', 'KEHLI Zohra Nora', 'BENADOUDA Chaima', 'MOHAMED BELKEBIR Kaouther']","['GAMIR Zahra', 'WALLARD Cedric']","['1969239', '1969305', '1969337', '1969324']",4.0,"['1969820', '1969961']",2.0
FENWTEAMSABRFRA01,France,W,France,France,FRA,Fencing,FEN,Women's Sabre Team,"['BALZER Sara', 'APITHY-BRUNET Manon', 'BERDER Cecilia', 'NOUTCHA Sarah']","['HILY Oriane', 'GOURDAIN Matthieu', 'TOUYA Damien']","['1916222', '1916223', '1916224', '1916225']",4.0,"['1916244', '1916265', '1916266']",3.0
FENWTEAMSABRHUN01,Hungary,W,Hungary,Hungary,HUN,Fencing,FEN,Women's Sabre Team,"['SZUCS Luca Virag', 'PUSZTAI Liza', 'MARTON Anna', 'BATTAI Sugar Katinka']","['CSORBA Roland', 'GARDOS Gabor', 'RAVASZ Etele Koppany']","['1946571', '1946422', '1946373', '1946279']",4.0,"['1946333', '1946357', '1946447']",3.0
FENWTEAMSABRITA01,Italy,W,Italy,Italy,ITA,Fencing,FEN,Women's Sabre Team,"['BATTISTON Michela', 'CRISCIO Martina', 'MORMILE Chiara', 'VECCHI Irene']","['ZANOTTI Nicola', 'AQUILI Andrea', 'IASCHI Maurizio']","['1924606', '1924605', '1924607', '1924608']",4.0,"['1924215', '1924225', '1924252']",3.0
FENWTEAMSABRJPN01,Japan,W,Japan,Japan,JPN,Fencing,FEN,Women's Sabre Team,"['EMURA Misaki', 'TAKASHIMA Risa', 'FUKUSHIMA Shihomi', 'OZAKI Seri']","['GUTH Jerome Jean', 'FURUKAWA Nobukiyo', 'HASHIMOTO Hiroshi']","['1896542', '1896519', '1896541', '1896522']",4.0,"['1896503', '1896505', '1896511']",3.0
FENWTEAMSABRKOR01,Republic of Korea,W,Korea,Republic of Korea,KOR,Fencing,FEN,Women's Sabre Team,"['YOON Jisu', 'JEON Hayoung', 'CHOI Sebin', 'JEON Eunhye']","['CHO Jong Hyung', 'KIM Myeonghoi', 'LEE Kook Hyun']","['1927158', '1927123', '1927113', '1927122']",4.0,"['1927337', '1927348', '1927352']",3.0
FENWTEAMSABRUKR01,Ukraine,W,Ukraine,Ukraine,UKR,Fencing,FEN,Women's Sabre Team,"['KHARLAN Olga', 'KOMASHCHUK Alina', 'KRAVATSKA Olena', 'BAKASTOVA Yuliia']","['CONRAD Nataliia', 'STATSENKO Ievgenii', 'TERENZIO Andrea']","['1897644', '1897638', '1897637', '1897633']",4.0,"['1897607', '1897609', '1897610']",3.0
FENWTEAMSABRUSA01,United States of America,W,United States,United States of America,USA,Fencing,FEN,Women's Sabre Team,"['NAZLYMOV Tatiana', 'TARTAKOVSKY Elizabeth', 'SKARBONKIEWICZ Magda', 'CHAMBERLAIN Maia']","['GELMAN Yury', 'OCHOCKI Aleks', 'CHIN Peggy']","['1950562', '1950654', '1950648', '1950571']",4.0,"['1951755', '1951765', '1951782']",3.0
GARMTEAM----CAN01,Canada,M,Canada,Canada,CAN,Artistic Gymnastics,GAR,Men's Team,"['CLAY Zachary', 'COURNOYER Rene', 'DOLCI Felix', 'EMARD William', 'ZAKUTNEY Samuel']",,"['1973084', '1973086', '1973090', '1973092', '1973132']",5.0,,
GARMTEAM----CHN01,People's Republic of China,M,China,People's Republic of China,CHN,Artistic Gymnastics,GAR,Men's Team,"['LIU Yang', 'SU Weide', 'XIAO Ruoteng', 'ZHANG Boheng', 'ZOU Jingyuan']",,"['1918856', '1918858', '1918860', '1918864', '1918865']",5.0,,
GARMTEAM----ESP01,Spain,M,Spain,Spain,ESP,Artistic Gymnastics,GAR,Men's Team,"['ABAD Nestor', 'DIALLO Thierno', 'MIR Nicolau', 'PLATA Joel', 'ZAPATA Rayderley']",,"['1935774', '1935780', '1935784', '1935787', '1935792']",5.0,,
GARMTEAM----GBR01,Great Britain,M,Great Britain,Great Britain,GBR,Artistic Gymnastics,GAR,Men's Team,"['FRASER Joe', 'HEPWORTH Harry', 'JARMAN Jake', 'WHITEHOUSE Luke', 'WHITLOCK Max']",,"['1904734', '1904740', '1904741', '1904754', '1904755']",5.0,,
GARMTEAM----GER01,Germany,M,Germany,Germany,GER,Artistic Gymnastics,GAR,Men's Team,"['BRENDEL Pascal', 'DAUSER Lukas', 'DUNKEL Nils', 'EDER Timo', 'TOBA Andreas']",,"['1896195', '1896188', '1896190', '1896201', '1896189']",5.0,,
GARMTEAM----ITA01,Italy,M,Italy,Italy,ITA,Artistic Gymnastics,GAR,Men's Team,"['ABBADINI Yumin', 'BARTOLINI Nicola', 'CASALI Lorenzo Minh', 'MACCHIATI Mario', 'MACCHINI Carlo']",,"['1551050', '1551051', '1551052', '1551057', '1551058']",5.0,,
GARMTEAM----JPN01,Japan,M,Japan,Japan,JPN,Artistic Gymnastics,GAR,Men's Team,"['HASHIMOTO Daiki', 'KAYA Kazuma', 'OKA Shinnosuke', 'SUGINO Takaaki', 'TANIGAWA Wataru']",,"['1919492', '1919491', '1919480', '1919479', '1919490']",5.0,,
GARMTEAM----NED01,Netherlands,M,Netherlands,Netherlands,NED,Artistic Gymnastics,GAR,Men's Team,"['de MUNCK Loran', 'de VEER Martijn', 'GRUENBERG Jermain', 'RIJKEN Frank', 'SCHMIDT Casimir']",,"['1970215', '1970213', '1970214', '1970203', '1970210']",5.0,,
GARMTEAM----SUI01,Switzerland,M,Switzerland,Switzerland,SUI,Artistic Gymnastics,GAR,Men's Team,"['GIUBELLINI Matteo', 'GIUBELLINI Luca', 'LANGENEGGER Florian', 'SEIFERT Noe', 'SERHANI Taha']",,"['1976541', '1976540', '1977699', '1977859', '1977863']",5.0,,
GARMTEAM----TUR01,Türkiye,M,Türkiye,Türkiye,TUR,Artistic Gymnastics,GAR,Men's Team,"['ARICAN Ferhat', 'ASIL Adem', 'COLAK Ibrahim', 'DODANLI Emre', 'ONDER Ahmet']",,"['1568162', '1568169', '1568163', '1568178', '1568167']",5.0,,
GARMTEAM----UKR01,Ukraine,M,Ukraine,Ukraine,UKR,Artistic Gymnastics,GAR,Men's Team,"['CHEPURNYI Nazar', 'KOVTUN Illia', 'RADIVILOV Igor', 'STELMAKH Radomyr', 'VERNIAIEV Oleg']",,"['1897557', '1897555', '1897558', '1897559', '1897556']",5.0,,
GARMTEAM----USA01,United States of America,M,United States,United States of America,USA,Artistic Gymnastics,GAR,Men's Team,"['HONG Asher', 'JUDA Paul', 'MALONE Brody', 'NEDOROSCIK Stephen', 'RICHARD Frederick']",,"['1959781', '1959855', '1959823', '1959865', '1959811']",5.0,,
GARWTEAM----AUS01,Australia,W,Australia,Australia,AUS,Artistic Gymnastics,GAR,Women's Team,"['McDONALD Kate', 'NEDOV Emma', 'PASS Ruby', 'SCOTT Breanna', 'WHITEHEAD Emily']",,"['1941583', '1968317', '1941588', '1941573', '1941576']",5.0,,
