Country,Region,Urban,Origin,Year1,Year2,AgeDef,Vitality,  TFR,  MAB,Collection,SourceType,   RefCode,Note,Split
    BRA,     .,    .,     ., 1972, 1972,   ACY,       .,4.329,29.28,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 1973, 1973,   ACY,       .,4.308,29.32,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 1974, 1974,   ACY,       .,4.109,29.17,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 1975, 1975,   ACY,       .,4.119,29.18,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 1976, 1976,   ACY,       .,4.142,29.14,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 1977, 1977,   ACY,       .,4.090,29.06,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 1978, 1978,   ACY,       .,4.068,29.06,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 1979, 1979,   ACY,       .,3.911,29.04,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 1980, 1980,   ACY,       .,4.059,28.99,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 1981, 1981,   ACY,       .,4.119,28.90,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 1982, 1982,   ACY,       .,4.049,28.87,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 1983, 1983,   ACY,       .,3.871,28.88,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 1984, 1984,   ACY,       .,3.575,28.78,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 1985, 1985,   ACY,       .,3.471,28.72,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 1986, 1986,   ACY,       .,3.477,28.33,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 1987, 1987,   ACY,       .,3.296,28.16,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 1988, 1988,   ACY,       .,3.264,28.03,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 1989, 1989,   ACY,       .,3.138,28.00,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 1990, 1990,   ACY,       .,2.975,27.92,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 1991, 1991,   ACY,       .,2.899,27.72,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 1992, 1992,   ACY,       .,2.818,27.62,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 1993, 1993,   ACY,       .,2.791,27.54,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 1994, 1994,   ACY,       .,2.724,27.42,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 1995, 1995,   ACY,       .,2.766,27.46,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 1996, 1996,   ACY,       .,2.635,26.89,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 1997, 1997,   ACY,       .,2.519,26.84,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 1998, 1998,   ACY,       .,2.462,26.83,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 1999, 1999,   ACY,       .,2.383,26.81,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 2000, 2000,   ACY,       .,2.455,26.81,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 2001, 2001,   ACY,       .,2.229,26.83,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 2002, 2002,   ACY,       .,2.069,26.85,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 2003, 2003,   ACY,       .,2.025,26.95,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 2004, 2004,   ACY,       .,1.954,27.05,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 2005, 2005,   ACY,       .,1.963,27.10,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 2006, 2006,   ACY,       .,1.969,27.21,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 2007, 2007,   ACY,       .,1.888,27.33,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 2008, 2008,   ACY,       .,1.826,27.47,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 2009, 2009,   ACY,       .,1.791,27.64,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 2010, 2010,   ACY,       .,1.781,27.90,      LAFD,  estimate,    BRA_01,   .,    1
    BRA,     .,    .,     ., 1980, 1980,   ACY,       .,4.020,29.25,      STAT,     vital,    BRA_02,   .,    1
    BRA,     .,    .,     ., 1985, 1985,   ACY,       .,3.298,28.20,      STAT,     vital,    BRA_02,   .,    1
    BRA,     .,    .,     ., 1990, 1990,   ACY,       .,2.700,27.27,      STAT,     vital,    BRA_02,   .,    1
    BRA,     .,    .,     ., 1991, 1991,   ACY,       .,2.726,27.11,      STAT,     vital,    BRA_03,   .,    1
    BRA,     .,    .,     ., 1995, 1995,   ACY,       .,2.490,26.67,      STAT,     vital,    BRA_03,   .,    1
    BRA,     .,    .,     ., 2000, 2000,   ACY,       .,2.304,25.56,      STAT,     vital,    BRA_03,   .,    1
    BRA,     .,    .,     ., 1996, 1996,   ACY,       .,2.442,26.40,      STAT,     vital,    BRA_04,   .,    1
    BRA,     .,    .,     ., 1998, 1998,   ACY,       .,2.362,25.92,      STAT,     vital,    BRA_04,   .,    1
    BRA,     .,    .,     ., 1999, 1999,   ACY,       .,2.374,26.07,      STAT,     vital,    BRA_04,   .,    1
    BRA,     .,    .,     ., 2000, 2000,   ACY,       .,2.285,26.21,      STAT,     vital,    BRA_04,   .,    1
    BRA,     .,    .,     ., 2001, 2001,   ACY,       .,2.198,26.22,      STAT,     vital,    BRA_04,   .,    1
    BRA,     .,    .,     ., 2002, 2002,   ACY,       .,2.117,26.23,      STAT,     vital,    BRA_04,   .,    1
    BRA,     .,    .,     ., 2003, 2003,   ACY,       .,2.066,26.27,      STAT,     vital,    BRA_04,   .,    1
    BRA,     .,    .,     ., 2004, 2004,   ACY,       .,2.032,26.30,      STAT,     vital,    BRA_04,   .,    1
    BRA,     .,    .,     ., 2005, 2005,   ACY,       .,1.990,26.34,      STAT,     vital,    BRA_04,   .,    1
    BRA,     .,    .,     ., 2006, 2006,   ACY,       .,1.941,26.40,      STAT,     vital,    BRA_04,   .,    1
    BRA,     .,    .,     ., 2007, 2007,   ACY,       .,1.900,26.49,      STAT,     vital,    BRA_04,   .,    1
    BRA,     .,    .,     ., 2008, 2008,   ACY,       .,1.865,26.57,      STAT,     vital,    BRA_04,   .,    1
    BRA,     .,    .,     ., 2009, 2009,   ACY,       .,1.837,26.67,      STAT,     vital,    BRA_04,   .,    1
    BRA,     .,    .,     ., 2010, 2010,   ACY,       .,1.816,26.73,      STAT,     vital,    BRA_04,   .,    1
    BRA,     .,    .,     ., 2011, 2011,   ACY,       .,1.785,26.92,      STAT,     vital,    BRA_04,   .,    1
    BRA,     .,    .,     ., 1950, 1950,   ACY,       .,5.930,30.03,        RE,  estimate,    BRA_05,   .,    1
    BRA,     .,    .,     ., 1960, 1960,   ACY,       .,6.065,30.30,        RE,  estimate,    BRA_05,   .,    1
    BRA,     .,    .,     ., 1970, 1970,   ACY,       .,5.325,29.67,        RE,  estimate,    BRA_05,   .,    1
    BRA,     .,    .,     ., 1996, 1996,   ACY,       .,2.442,26.40,        RE,  estimate,    BRA_06,   .,    1
    BRA,     .,    .,     ., 1998, 1998,   ACY,       .,2.362,25.92,        RE,  estimate,    BRA_06,   .,    1
    BRA,     .,    .,     ., 1999, 1999,   ACY,       .,2.374,26.07,        RE,  estimate,    BRA_06,   .,    1
    BRA,     .,    .,     ., 2000, 2000,   ACY,       .,2.364,26.29,        RE,  estimate,    BRA_06,   .,    1
    BRA,     .,    .,     ., 2001, 2001,   ACY,       .,2.220,26.25,        RE,  estimate,    BRA_06,   .,    1
    BRA,     .,    .,     ., 2002, 2002,   ACY,       .,2.151,26.20,        RE,  estimate,    BRA_06,   .,    1
    BRA,     .,    .,     ., 2003, 2003,   ACY,       .,2.084,26.17,        RE,  estimate,    BRA_06,   .,    1
    BRA,     .,    .,     ., 2004, 2004,   ACY,       .,2.052,26.16,        RE,  estimate,    BRA_06,   .,    1
    BRA,     .,    .,     ., 2005, 2005,   ACY,       .,2.010,26.09,        RE,  estimate,    BRA_06,   .,    1
    BRA,     .,    .,     ., 2006, 2006,   ACY,       .,1.953,26.08,        RE,  estimate,    BRA_06,   .,    1
    BRA,     .,    .,     ., 2007, 2007,   ACY,       .,1.904,26.08,        RE,  estimate,    BRA_06,   .,    1
    BRA,     .,    .,     ., 2008, 2008,   ACY,       .,1.840,26.59,        RE,  estimate,    BRA_06,   .,    1
    BRA,     .,    .,     ., 2012, 2012,   ACY,       .,1.796,27.02,      STAT,     vital,    BRA_07,   .,    1
    BRA,     .,    .,     ., 2013, 2013,   ACY,       .,1.820,26.96,      STAT,     vital,    BRA_07,   .,    1
    CAN,     .,    .,     ., 1930, 1930,   ACY,       1,3.269,29.89,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1931, 1931,   ACY,       1,3.193,29.87,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1932, 1932,   ACY,       1,3.082,29.96,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1933, 1933,   ACY,       1,2.862,29.99,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1934, 1934,   ACY,       1,2.800,30.08,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1935, 1935,   ACY,       1,2.750,30.00,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1936, 1936,   ACY,       1,2.691,29.96,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1937, 1937,   ACY,       1,2.639,29.83,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1938, 1938,   ACY,       1,2.695,29.68,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1939, 1939,   ACY,       1,2.648,29.61,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1940, 1940,   ACY,       1,2.758,29.37,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1941, 1941,   ACY,       1,2.808,29.16,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1942, 1942,   ACY,       1,2.945,29.12,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1943, 1943,   ACY,       1,3.034,29.15,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1944, 1944,   ACY,       1,3.004,29.30,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1945, 1945,   ACY,       1,3.005,29.33,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1946, 1946,   ACY,       1,3.364,29.02,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1947, 1947,   ACY,       1,3.582,28.72,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1948, 1948,   ACY,       1,3.405,28.68,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1949, 1949,   ACY,       1,3.383,28.62,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1950, 1950,   ACY,       1,3.353,28.57,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1951, 1951,   ACY,       1,3.402,28.48,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1952, 1952,   ACY,       1,3.535,28.37,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1953, 1953,   ACY,       1,3.610,28.31,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1954, 1954,   ACY,       1,3.721,28.27,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1955, 1955,   ACY,       1,3.726,28.24,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1956, 1956,   ACY,       1,3.745,28.13,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1957, 1957,   ACY,       1,3.826,28.02,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1958, 1958,   ACY,       1,3.790,27.95,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1959, 1959,   ACY,       1,3.835,27.89,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1960, 1960,   ACY,       1,3.823,27.83,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1961, 1961,   ACY,       1,3.767,27.81,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1962, 1962,   ACY,       1,3.687,27.77,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1963, 1963,   ACY,       1,3.599,27.77,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1964, 1964,   ACY,       1,3.435,27.82,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1965, 1965,   ACY,       1,3.082,27.79,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1966, 1966,   ACY,       1,2.756,27.65,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1967, 1967,   ACY,       1,2.540,27.45,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1968, 1968,   ACY,       1,2.401,27.32,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1969, 1969,   ACY,       1,2.351,27.27,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1970, 1970,   ACY,       1,2.280,27.15,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1971, 1971,   ACY,       1,2.108,27.05,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1972, 1972,   ACY,       1,1.920,26.97,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1973, 1973,   ACY,       1,1.831,26.82,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1974, 1974,   ACY,       1,1.788,26.79,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1975, 1975,   ACY,       1,1.789,26.70,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1976, 1976,   ACY,       1,1.740,26.73,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1977, 1977,   ACY,       1,1.710,26.77,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1978, 1978,   ACY,       1,1.658,26.82,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1979, 1979,   ACY,       1,1.657,26.92,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1980, 1980,   ACY,       1,1.643,26.95,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1981, 1981,   ACY,       1,1.614,27.06,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1982, 1982,   ACY,       1,1.599,27.10,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1983, 1983,   ACY,       1,1.585,27.21,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1984, 1984,   ACY,       1,1.589,27.34,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1985, 1985,   ACY,       1,1.576,27.45,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1986, 1986,   ACY,       1,1.560,27.53,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1987, 1987,   ACY,       1,1.543,27.63,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1988, 1988,   ACY,       1,1.565,27.71,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1989, 1989,   ACY,       1,1.624,27.73,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1990, 1990,   ACY,       1,1.680,27.79,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1991, 1991,   ACY,       1,1.716,27.80,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1992, 1992,   ACY,       1,1.712,27.91,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1993, 1993,   ACY,       1,1.683,28.00,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1994, 1994,   ACY,       1,1.687,28.07,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1995, 1995,   ACY,       1,1.671,28.16,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1996, 1996,   ACY,       1,1.632,28.34,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1997, 1997,   ACY,       1,1.568,28.48,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1998, 1998,   ACY,       1,1.557,28.53,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1999, 1999,   ACY,       1,1.546,28.68,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 2000, 2000,   ACY,       1,1.510,28.82,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 2001, 2001,   ACY,       1,1.538,29.03,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 2002, 2002,   ACY,       1,1.514,29.18,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 2003, 2003,   ACY,       1,1.543,29.34,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 2004, 2004,   ACY,       1,1.549,29.49,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 2005, 2005,   ACY,       1,1.567,29.59,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1930, 1930,  ARDY,       1,3.271,29.88,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1931, 1931,  ARDY,       1,3.194,29.86,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1932, 1932,  ARDY,       1,3.083,29.96,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1933, 1933,  ARDY,       1,2.864,29.99,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1934, 1934,  ARDY,       1,2.802,30.08,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1935, 1935,  ARDY,       1,2.752,30.00,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1936, 1936,  ARDY,       1,2.693,29.96,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1937, 1937,  ARDY,       1,2.640,29.83,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1938, 1938,  ARDY,       1,2.696,29.68,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1939, 1939,  ARDY,       1,2.649,29.61,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1940, 1940,  ARDY,       1,2.760,29.36,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1941, 1941,  ARDY,       1,2.809,29.15,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1942, 1942,  ARDY,       1,2.945,29.12,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1943, 1943,  ARDY,       1,3.034,29.15,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1944, 1944,  ARDY,       1,3.004,29.30,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1945, 1945,  ARDY,       1,3.004,29.33,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1946, 1946,  ARDY,       1,3.363,29.03,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1947, 1947,  ARDY,       1,3.580,28.72,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1948, 1948,  ARDY,       1,3.403,28.68,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1949, 1949,  ARDY,       1,3.381,28.62,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1950, 1950,  ARDY,       1,3.351,28.58,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1951, 1951,  ARDY,       1,3.400,28.48,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1952, 1952,  ARDY,       1,3.533,28.37,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1953, 1953,  ARDY,       1,3.608,28.31,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1954, 1954,  ARDY,       1,3.719,28.27,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1955, 1955,  ARDY,       1,3.724,28.23,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1956, 1956,  ARDY,       1,3.744,28.13,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1957, 1957,  ARDY,       1,3.825,28.02,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1958, 1958,  ARDY,       1,3.789,27.95,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1959, 1959,  ARDY,       1,3.834,27.89,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1960, 1960,  ARDY,       1,3.822,27.83,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1961, 1961,  ARDY,       1,3.766,27.80,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1962, 1962,  ARDY,       1,3.685,27.77,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1963, 1963,  ARDY,       1,3.598,27.77,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1964, 1964,  ARDY,       1,3.435,27.82,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1965, 1965,  ARDY,       1,3.082,27.78,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1966, 1966,  ARDY,       1,2.756,27.65,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1967, 1967,  ARDY,       1,2.540,27.44,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1968, 1968,  ARDY,       1,2.401,27.31,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1969, 1969,  ARDY,       1,2.351,27.27,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1970, 1970,  ARDY,       1,2.280,27.15,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1971, 1971,  ARDY,       1,2.107,27.05,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1972, 1972,  ARDY,       1,1.920,26.96,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1973, 1973,  ARDY,       1,1.831,26.82,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1974, 1974,  ARDY,       1,1.788,26.79,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1975, 1975,  ARDY,       1,1.789,26.70,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1976, 1976,  ARDY,       1,1.740,26.73,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1977, 1977,  ARDY,       1,1.710,26.77,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1978, 1978,  ARDY,       1,1.657,26.82,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1979, 1979,  ARDY,       1,1.657,26.92,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1980, 1980,  ARDY,       1,1.643,26.95,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1981, 1981,  ARDY,       1,1.614,27.06,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1982, 1982,  ARDY,       1,1.599,27.09,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1983, 1983,  ARDY,       1,1.585,27.21,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1984, 1984,  ARDY,       1,1.589,27.34,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1985, 1985,  ARDY,       1,1.576,27.44,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1986, 1986,  ARDY,       1,1.560,27.53,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1987, 1987,  ARDY,       1,1.543,27.63,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1988, 1988,  ARDY,       1,1.566,27.71,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1989, 1989,  ARDY,       1,1.624,27.73,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1990, 1990,  ARDY,       1,1.680,27.79,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1991, 1991,  ARDY,       1,1.716,27.80,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1992, 1992,  ARDY,       1,1.712,27.91,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1993, 1993,  ARDY,       1,1.683,28.00,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1994, 1994,  ARDY,       1,1.687,28.07,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1995, 1995,  ARDY,       1,1.671,28.16,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1996, 1996,  ARDY,       1,1.632,28.34,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1997, 1997,  ARDY,       1,1.568,28.48,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1998, 1998,  ARDY,       1,1.557,28.53,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 1999, 1999,  ARDY,       1,1.546,28.68,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 2000, 2000,  ARDY,       1,1.510,28.82,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 2001, 2001,  ARDY,       1,1.538,29.03,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 2002, 2002,  ARDY,       1,1.515,29.17,       ODE,  estimate,    CAN_01,   .,    2
    CAN,     .,    .,     ., 2003, 2003,  ARDY,       1,1.544,29.34,       ODE,  estimate,    CAN_01,   .,    2
